ip,ms,x,y,z,
192.168.1.109,2423,-0.01953125,-0.51953125,0.85546875,
192.168.1.109,2426,-0.01953125,-0.494140625,0.8984375,
192.168.1.109,2428,-0.017578125,-0.458984375,0.8515625,
192.168.1.109,2431,-0.0078125,-0.41796875,0.80078125,
192.168.1.109,2433,0.00390625,-0.38671875,0.78515625,
192.168.1.109,2436,-0.009765625,-0.349609375,0.78125,
192.168.1.109,2439,-0.00390625,-0.322265625,0.75,
192.168.1.109,2441,-0.009765625,-0.28125,0.73828125,
192.168.1.109,2444,-0.0078125,-0.251953125,0.76953125,
192.168.1.109,2446,0.005859375,-0.228515625,0.759765625,
192.168.1.109,2449,0.033203125,-0.205078125,0.7578125,
192.168.1.109,2451,0.060546875,-0.15625,0.81640625,
192.168.1.109,2454,0.021484375,-0.041015625,0.896484375,
192.168.1.109,2456,0.07421875,-0.12109375,0.73828125,
192.168.1.109,2459,0.078125,-0.08203125,0.78125,
192.168.1.109,2461,0.05078125,-0.091796875,0.720703125,
192.168.1.109,2464,0.048828125,-0.052734375,0.736328125,
192.168.1.109,2467,0.072265625,-0.04296875,0.72265625,
192.168.1.109,2469,0.076171875,-0.017578125,0.732421875,
192.168.1.109,2472,0.111328125,-0.025390625,0.75,
192.168.1.109,2474,0.109375,0.001953125,0.720703125,
192.168.1.109,2477,0.1015625,0.03125,0.708984375,
192.168.1.109,2479,0.087890625,0.064453125,0.73046875,
192.168.1.109,2482,0.11328125,0.091796875,0.734375,
192.168.1.109,2485,0.123046875,0.111328125,0.7890625,
192.168.1.109,2487,0.15625,0.142578125,0.794921875,
192.168.1.109,2490,0.15234375,0.1875,0.923828125,
192.168.1.109,2492,0.13671875,0.23828125,0.943359375,
192.168.1.109,2495,0.20703125,0.33984375,0.951171875,
192.168.1.109,2497,0.19921875,0.322265625,1.0234375,
192.168.1.109,2500,0.197265625,0.39453125,0.994140625,
192.168.1.109,2503,0.173828125,0.40625,1.013671875,
192.168.1.109,2507,0.18359375,0.439453125,1.0390625,
192.168.1.109,2509,0.19140625,0.453125,1.03515625,
192.168.1.109,2513,0.1953125,0.505859375,1.0546875,
192.168.1.109,2517,0.205078125,0.548828125,1.091796875,
192.168.1.109,2520,0.185546875,0.59375,1.1328125,
192.168.1.109,2522,0.1953125,0.615234375,1.14453125,
192.168.1.109,2525,0.1875,0.640625,1.16015625,
192.168.1.109,2527,0.189453125,0.654296875,1.1875,
192.168.1.109,2530,0.193359375,0.673828125,1.224609375,
192.168.1.109,2532,0.1875,0.6875,1.255859375,
192.168.1.109,2535,0.197265625,0.69140625,1.244140625,
192.168.1.109,2537,0.201171875,0.689453125,1.248046875,
192.168.1.109,2540,0.203125,0.689453125,1.25,
192.168.1.109,2542,0.205078125,0.681640625,1.263671875,
192.168.1.109,2545,0.20703125,0.681640625,1.265625,
192.168.1.109,2547,0.20703125,0.671875,1.26171875,
192.168.1.109,2550,0.2109375,0.6640625,1.2578125,
192.168.1.109,2552,0.208984375,0.65234375,1.251953125,
192.168.1.109,2555,0.2109375,0.646484375,1.248046875,
192.168.1.109,2557,0.205078125,0.63671875,1.240234375,
192.168.1.109,2560,0.208984375,0.623046875,1.23046875,
192.168.1.109,2562,0.205078125,0.60546875,1.220703125,
192.168.1.109,2565,0.205078125,0.583984375,1.20703125,
192.168.1.109,2567,0.201171875,0.564453125,1.1953125,
192.168.1.109,2570,0.193359375,0.5546875,1.18359375,
192.168.1.109,2573,0.177734375,0.54296875,1.173828125,
192.168.1.109,2575,0.173828125,0.5234375,1.16015625,
192.168.1.109,2578,0.17578125,0.501953125,1.1484375,
192.168.1.109,2580,0.1796875,0.48046875,1.13671875,
192.168.1.109,2583,0.17578125,0.455078125,1.123046875,
192.168.1.109,2585,0.1796875,0.42578125,1.111328125,
192.168.1.109,2588,0.177734375,0.404296875,1.09375,
192.168.1.109,2590,0.1796875,0.3828125,1.07421875,
192.168.1.109,2593,0.173828125,0.357421875,1.05859375,
192.168.1.109,2596,0.171875,0.341796875,1.046875,
192.168.1.109,2598,0.166015625,0.31640625,1.03515625,
192.168.1.109,2601,0.162109375,0.28515625,1.02734375,
192.168.1.109,2603,0.140625,0.26171875,1.013671875,
192.168.1.109,2606,0.134765625,0.23828125,0.984375,
192.168.1.109,2608,0.125,0.21484375,0.97265625,
192.168.1.109,2611,0.126953125,0.18359375,0.97265625,
192.168.1.109,2614,0.140625,0.1484375,0.96875,
192.168.1.109,2616,0.1171875,0.119140625,0.962890625,
192.168.1.109,2619,0.10546875,0.083984375,0.943359375,
192.168.1.109,2622,0.095703125,0.048828125,0.91015625,
192.168.1.109,2624,0.099609375,0.013671875,0.888671875,
192.168.1.109,2627,0.091796875,-0.0234375,0.904296875,
192.168.1.109,2631,0.080078125,-0.099609375,0.896484375,
192.168.1.109,2633,0.0625,-0.13671875,0.88671875,
192.168.1.109,2636,0.0546875,-0.177734375,0.8828125,
192.168.1.109,2638,0.048828125,-0.212890625,0.904296875,
192.168.1.109,2641,0.052734375,-0.251953125,0.90234375,
192.168.1.109,2643,0.046875,-0.296875,0.904296875,
192.168.1.109,2646,0.048828125,-0.33203125,0.896484375,
192.168.1.109,2648,0.046875,-0.3828125,0.896484375,
192.168.1.109,2651,0.03515625,-0.42578125,0.8984375,
192.168.1.109,2653,0.033203125,-0.453125,0.8828125,
192.168.1.109,2656,0.029296875,-0.482421875,0.90625,
192.168.1.109,2658,0.03125,-0.5078125,0.9140625,
192.168.1.109,2661,0.025390625,-0.537109375,0.927734375,
192.168.1.109,2664,0.033203125,-0.5546875,0.923828125,
192.168.1.109,2666,0.03125,-0.560546875,0.94140625,
192.168.1.109,2669,0.01171875,-0.572265625,0.953125,
192.168.1.109,2673,0.009765625,-0.580078125,0.974609375,
192.168.1.109,2675,0.015625,-0.578125,1.0,
192.168.1.109,2678,0.00390625,-0.580078125,0.974609375,
192.168.1.109,2680,0.001953125,-0.56640625,0.9765625,
192.168.1.109,2683,0.005859375,-0.5703125,0.974609375,
192.168.1.109,2685,0.001953125,-0.58203125,0.982421875,
192.168.1.109,2688,-0.00390625,-0.58203125,1.0,
192.168.1.109,2690,-0.021484375,-0.580078125,0.998046875,
192.168.1.109,2693,-0.00390625,-0.576171875,1.013671875,
192.168.1.109,2695,-0.00390625,-0.58984375,1.00390625,
192.168.1.109,2698,0.005859375,-0.59375,0.94921875,
192.168.1.109,2700,0.00390625,-0.583984375,0.92578125,
192.168.1.109,2703,-0.00390625,-0.587890625,0.919921875,
192.168.1.109,2705,-0.013671875,-0.591796875,0.94921875,
192.168.1.109,2708,-0.009765625,-0.60546875,0.931640625,
192.168.1.109,2711,-0.0078125,-0.603515625,0.896484375,
192.168.1.109,2713,-0.021484375,-0.591796875,0.865234375,
192.168.1.109,2716,-0.013671875,-0.568359375,0.85546875,
192.168.1.109,2718,-0.025390625,-0.5546875,0.82421875,
192.168.1.109,2721,-0.001953125,-0.533203125,0.810546875,
192.168.1.109,2723,-0.005859375,-0.517578125,0.787109375,
192.168.1.109,2726,0.013671875,-0.494140625,0.767578125,
192.168.1.109,2729,0.033203125,-0.46875,0.771484375,
192.168.1.109,2733,0.03515625,-0.4296875,0.767578125,
192.168.1.109,2735,0.025390625,-0.404296875,0.75390625,
192.168.1.109,2738,0.03125,-0.375,0.751953125,
192.168.1.109,2740,0.01953125,-0.34375,0.740234375,
192.168.1.109,2743,0.021484375,-0.30859375,0.744140625,
192.168.1.109,2746,0.05078125,-0.25,0.783203125,
192.168.1.109,2748,0.068359375,-0.212890625,0.7734375,
192.168.1.109,2752,0.0546875,-0.1015625,0.80859375,
192.168.1.109,2756,0.08203125,-0.04296875,0.814453125,
192.168.1.109,2759,0.08984375,0.01171875,0.83203125,
192.168.1.109,2761,0.111328125,0.05859375,0.814453125,
192.168.1.109,2764,0.099609375,0.1015625,0.83984375,
192.168.1.109,2766,0.09765625,0.13671875,0.826171875,
192.168.1.109,2769,0.10546875,0.177734375,0.810546875,
192.168.1.109,2771,0.091796875,0.216796875,0.8125,
192.168.1.109,2774,0.095703125,0.234375,0.845703125,
192.168.1.109,2776,0.111328125,0.275390625,0.861328125,
192.168.1.109,2779,0.119140625,0.31640625,0.87890625,
192.168.1.109,2781,0.130859375,0.36328125,0.931640625,
192.168.1.109,2784,0.142578125,0.39453125,0.947265625,
192.168.1.109,2786,0.138671875,0.416015625,0.978515625,
192.168.1.109,2789,0.13671875,0.453125,1.017578125,
192.168.1.109,2791,0.138671875,0.4765625,1.041015625,
192.168.1.109,2794,0.142578125,0.490234375,1.068359375,
192.168.1.109,2796,0.14453125,0.501953125,1.08984375,
192.168.1.109,2799,0.15234375,0.509765625,1.111328125,
192.168.1.109,2801,0.15625,0.51171875,1.12890625,
192.168.1.109,2804,0.16796875,0.513671875,1.15234375,
192.168.1.109,2806,0.177734375,0.521484375,1.16796875,
192.168.1.109,2809,0.181640625,0.53515625,1.1875,
192.168.1.109,2812,0.1875,0.5390625,1.203125,
192.168.1.109,2814,0.1875,0.546875,1.220703125,
192.168.1.109,2817,0.1875,0.5546875,1.224609375,
192.168.1.109,2819,0.185546875,0.564453125,1.224609375,
192.168.1.109,2822,0.1796875,0.57421875,1.23046875,
192.168.1.109,2824,0.1796875,0.58203125,1.23046875,
192.168.1.109,2827,0.181640625,0.578125,1.23828125,
192.168.1.109,2829,0.181640625,0.572265625,1.236328125,
192.168.1.109,2832,0.1875,0.576171875,1.232421875,
192.168.1.109,2835,0.189453125,0.564453125,1.2265625,
192.168.1.109,2837,0.185546875,0.55078125,1.21875,
192.168.1.109,2840,0.18359375,0.537109375,1.205078125,
192.168.1.109,2842,0.185546875,0.5234375,1.1875,
192.168.1.109,2845,0.18359375,0.5078125,1.1953125,
192.168.1.109,2847,0.177734375,0.498046875,1.193359375,
192.168.1.109,2850,0.173828125,0.494140625,1.181640625,
192.168.1.109,2853,0.177734375,0.48046875,1.18359375,
192.168.1.109,2855,0.185546875,0.478515625,1.16796875,
192.168.1.109,2858,0.181640625,0.46875,1.140625,
192.168.1.109,2860,0.189453125,0.447265625,1.1328125,
192.168.1.109,2863,0.17578125,0.439453125,1.134765625,
192.168.1.109,2866,0.181640625,0.421875,1.1328125,
192.168.1.109,2868,0.171875,0.4140625,1.107421875,
192.168.1.109,2872,0.158203125,0.39453125,1.0703125,
192.168.1.109,2875,0.150390625,0.37890625,1.048828125,
192.168.1.109,2877,0.15625,0.3671875,1.046875,
192.168.1.109,2880,0.158203125,0.361328125,1.02734375,
192.168.1.109,2882,0.146484375,0.357421875,1.01171875,
192.168.1.109,2886,0.146484375,0.34375,0.9921875,
192.168.1.109,2889,0.154296875,0.330078125,0.955078125,
192.168.1.109,2891,0.1484375,0.314453125,0.955078125,
192.168.1.109,2894,0.138671875,0.298828125,0.94140625,
192.168.1.109,2896,0.14453125,0.26953125,0.94921875,
192.168.1.109,2899,0.138671875,0.24609375,0.921875,
192.168.1.109,2901,0.130859375,0.216796875,0.927734375,
192.168.1.109,2904,0.111328125,0.18359375,0.919921875,
192.168.1.109,2906,0.126953125,0.146484375,0.884765625,
192.168.1.109,2909,0.12109375,0.111328125,0.8515625,
192.168.1.109,2911,0.115234375,0.07421875,0.853515625,
192.168.1.109,2914,0.115234375,0.033203125,0.853515625,
192.168.1.109,2916,0.109375,-0.0234375,0.82421875,
192.168.1.109,2919,0.1015625,-0.037109375,0.888671875,
192.168.1.109,2921,0.083984375,-0.078125,0.876953125,
192.168.1.109,2924,0.056640625,-0.107421875,0.861328125,
192.168.1.109,2926,0.052734375,-0.142578125,0.87109375,
192.168.1.109,2929,0.044921875,-0.177734375,0.861328125,
192.168.1.109,2931,0.033203125,-0.21875,0.869140625,
192.168.1.109,2934,0.029296875,-0.255859375,0.8828125,
192.168.1.109,2936,0.03125,-0.2890625,0.8984375,
192.168.1.109,2939,0.025390625,-0.328125,0.904296875,
192.168.1.109,2941,0.021484375,-0.357421875,0.912109375,
192.168.1.109,2944,0.013671875,-0.390625,0.935546875,
192.168.1.109,2947,0.0078125,-0.416015625,0.935546875,
192.168.1.109,2949,0.017578125,-0.44140625,0.931640625,
192.168.1.109,2952,-0.001953125,-0.462890625,0.9453125,
192.168.1.109,2954,-0.01171875,-0.48046875,0.94140625,
192.168.1.109,2957,-0.009765625,-0.49609375,0.943359375,
192.168.1.109,2959,0.005859375,-0.51953125,0.943359375,
192.168.1.109,2962,-0.005859375,-0.53125,0.931640625,
192.168.1.109,2965,-0.005859375,-0.529296875,0.94140625,
192.168.1.109,2967,-0.009765625,-0.54296875,0.93359375,
192.168.1.109,2970,0.0,-0.556640625,0.943359375,
192.168.1.109,2972,-0.0078125,-0.556640625,0.958984375,
192.168.1.109,2975,-0.03125,-0.564453125,0.9375,
192.168.1.109,2978,-0.017578125,-0.568359375,0.908203125,
192.168.1.109,2980,-0.00390625,-0.5859375,0.927734375,
192.168.1.109,2983,-0.025390625,-0.580078125,0.888671875,
192.168.1.109,2985,-0.013671875,-0.580078125,0.88671875,
192.168.1.109,2988,0.001953125,-0.59375,0.87109375,
192.168.1.109,2992,0.005859375,-0.60546875,0.828125,
192.168.1.109,2994,-0.01953125,-0.615234375,0.810546875,
192.168.1.109,2997,-0.03125,-0.625,0.78515625,
192.168.1.109,2999,-0.03515625,-0.626953125,0.7578125,
192.168.1.109,3002,-0.04296875,-0.646484375,0.751953125,
192.168.1.109,3004,-0.05078125,-0.654296875,0.7265625,
192.168.1.109,3007,-0.064453125,-0.63671875,0.7265625,
192.168.1.109,3011,-0.072265625,-0.63671875,0.7421875,
192.168.1.109,3013,-0.052734375,-0.63671875,0.71875,
192.168.1.109,3016,-0.041015625,-0.6484375,0.740234375,
192.168.1.109,3018,-0.03125,-0.634765625,0.732421875,
192.168.1.109,3021,-0.03125,-0.609375,0.7578125,
192.168.1.109,3023,-0.041015625,-0.599609375,0.7734375,
192.168.1.109,3026,-0.0390625,-0.5859375,0.73828125,
192.168.1.109,3028,-0.025390625,-0.580078125,0.7265625,
192.168.1.109,3031,-0.01953125,-0.548828125,0.732421875,
192.168.1.109,3033,-0.021484375,-0.51953125,0.775390625,
192.168.1.109,3036,-0.029296875,-0.48828125,0.787109375,
192.168.1.109,3038,-0.021484375,-0.462890625,0.796875,
192.168.1.109,3041,-0.013671875,-0.4375,0.82421875,
192.168.1.109,3043,-0.005859375,-0.419921875,0.826171875,
192.168.1.109,3046,0.00390625,-0.400390625,0.84765625,
192.168.1.109,3048,0.005859375,-0.3828125,0.875,
192.168.1.109,3051,0.033203125,-0.3515625,0.875,
192.168.1.109,3053,0.05859375,-0.298828125,0.916015625,
192.168.1.109,3056,0.025390625,-0.2265625,0.935546875,
192.168.1.109,3059,0.078125,-0.23046875,0.91015625,
192.168.1.109,3061,0.060546875,-0.16015625,0.9453125,
192.168.1.109,3064,0.044921875,-0.130859375,0.931640625,
192.168.1.109,3066,0.048828125,-0.064453125,0.947265625,
192.168.1.109,3069,0.07421875,-0.02734375,0.9375,
192.168.1.109,3071,0.080078125,0.0,0.923828125,
192.168.1.109,3074,0.078125,0.0234375,0.91796875,
192.168.1.109,3077,0.072265625,0.0546875,0.923828125,
192.168.1.109,3079,0.06640625,0.09765625,0.935546875,
192.168.1.109,3082,0.076171875,0.142578125,0.927734375,
192.168.1.109,3084,0.078125,0.173828125,0.9140625,
192.168.1.109,3087,0.107421875,0.193359375,0.947265625,
192.168.1.109,3089,0.11328125,0.224609375,0.947265625,
192.168.1.109,3092,0.123046875,0.25390625,0.974609375,
192.168.1.109,3095,0.1171875,0.294921875,1.009765625,
192.168.1.109,3097,0.130859375,0.322265625,1.025390625,
192.168.1.109,3100,0.125,0.34375,1.005859375,
192.168.1.109,3102,0.134765625,0.357421875,1.0546875,
192.168.1.109,3105,0.111328125,0.376953125,1.0703125,
192.168.1.109,3108,0.1328125,0.404296875,1.10546875,
192.168.1.109,3112,0.138671875,0.453125,1.103515625,
192.168.1.109,3114,0.15234375,0.482421875,1.109375,
192.168.1.109,3117,0.162109375,0.509765625,1.11328125,
192.168.1.109,3119,0.169921875,0.525390625,1.115234375,
192.168.1.109,3122,0.173828125,0.548828125,1.125,
192.168.1.109,3124,0.1796875,0.578125,1.126953125,
192.168.1.109,3127,0.177734375,0.6015625,1.130859375,
192.168.1.109,3129,0.181640625,0.62109375,1.14453125,
192.168.1.109,3131,0.185546875,0.6484375,1.150390625,
192.168.1.109,3134,0.19140625,0.66796875,1.158203125,
192.168.1.109,3136,0.173828125,0.6875,1.16796875,
192.168.1.109,3140,0.177734375,0.7109375,1.169921875,
192.168.1.109,3143,0.19140625,0.7265625,1.12890625,
192.168.1.109,3145,0.181640625,0.73828125,1.18359375,
192.168.1.109,3148,0.1796875,0.751953125,1.181640625,
192.168.1.109,3150,0.171875,0.751953125,1.20703125,
192.168.1.109,3153,0.189453125,0.7421875,1.208984375,
192.168.1.109,3156,0.177734375,0.740234375,1.224609375,
192.168.1.109,3158,0.18359375,0.728515625,1.193359375,
192.168.1.109,3161,0.181640625,0.732421875,1.189453125,
192.168.1.109,3164,0.185546875,0.712890625,1.22265625,
192.168.1.109,3166,0.177734375,0.71875,1.189453125,
192.168.1.109,3169,0.197265625,0.72265625,1.189453125,
192.168.1.109,3171,0.169921875,0.71875,1.177734375,
192.168.1.109,3174,0.189453125,0.697265625,1.158203125,
192.168.1.109,3176,0.1875,0.701171875,1.169921875,
192.168.1.109,3179,0.169921875,0.70703125,1.1484375,
192.168.1.109,3181,0.16796875,0.708984375,1.125,
192.168.1.109,3184,0.166015625,0.6953125,1.11328125,
192.168.1.109,3188,0.1796875,0.669921875,1.111328125,
192.168.1.109,3191,0.158203125,0.662109375,1.10546875,
192.168.1.109,3193,0.166015625,0.6484375,1.091796875,
192.168.1.109,3196,0.158203125,0.6328125,1.087890625,
192.168.1.109,3198,0.158203125,0.62890625,1.0859375,
192.168.1.109,3201,0.173828125,0.623046875,1.099609375,
192.168.1.109,3203,0.16015625,0.654296875,1.154296875,
192.168.1.109,3206,0.17578125,0.58984375,1.087890625,
192.168.1.109,3209,0.158203125,0.58984375,1.13671875,
192.168.1.109,3211,0.146484375,0.546875,1.107421875,
192.168.1.109,3214,0.150390625,0.521484375,1.060546875,
192.168.1.109,3216,0.123046875,0.505859375,1.03515625,
192.168.1.109,3219,0.11328125,0.49609375,1.01953125,
192.168.1.109,3222,0.107421875,0.48046875,1.0234375,
192.168.1.109,3224,0.115234375,0.443359375,0.994140625,
192.168.1.109,3227,0.11328125,0.404296875,1.001953125,
192.168.1.109,3229,0.087890625,0.390625,1.0,
192.168.1.109,3233,0.09765625,0.318359375,0.9453125,
192.168.1.109,3236,0.091796875,0.28125,0.943359375,
192.168.1.109,3238,0.095703125,0.224609375,0.931640625,
192.168.1.109,3241,0.09765625,0.169921875,0.91796875,
192.168.1.109,3243,0.103515625,0.1171875,0.892578125,
192.168.1.109,3247,0.09765625,0.05859375,0.888671875,
192.168.1.109,3250,0.099609375,0.005859375,0.87109375,
192.168.1.109,3252,0.10546875,-0.064453125,0.865234375,
192.168.1.109,3255,0.10546875,-0.1328125,0.83203125,
192.168.1.109,3257,0.09375,-0.20703125,0.78515625,
192.168.1.109,3260,0.08203125,-0.259765625,0.73046875,
192.168.1.109,3262,0.068359375,-0.337890625,0.712890625,
192.168.1.109,3265,0.046875,-0.388671875,0.6875,
192.168.1.109,3267,0.037109375,-0.43359375,0.654296875,
192.168.1.109,3270,0.021484375,-0.494140625,0.640625,
192.168.1.109,3272,0.001953125,-0.54296875,0.580078125,
192.168.1.109,3275,-0.005859375,-0.587890625,0.54296875,
192.168.1.109,3277,-0.021484375,-0.634765625,0.552734375,
192.168.1.109,3280,-0.037109375,-0.673828125,0.564453125,
192.168.1.109,3282,-0.06640625,-0.705078125,0.56640625,
192.168.1.109,3285,-0.07421875,-0.748046875,0.587890625,
192.168.1.109,3287,-0.08203125,-0.771484375,0.599609375,
192.168.1.109,3290,-0.091796875,-0.798828125,0.61328125,
192.168.1.109,3293,-0.095703125,-0.822265625,0.63671875,
192.168.1.109,3295,-0.109375,-0.84765625,0.646484375,
192.168.1.109,3298,-0.126953125,-0.876953125,0.66796875,
192.168.1.109,3300,-0.134765625,-0.90234375,0.6953125,
192.168.1.109,3303,-0.134765625,-0.92578125,0.708984375,
192.168.1.109,3305,-0.140625,-0.93359375,0.740234375,
192.168.1.109,3308,-0.119140625,-0.947265625,0.767578125,
192.168.1.109,3310,-0.119140625,-0.953125,0.798828125,
192.168.1.109,3313,-0.123046875,-0.9609375,0.841796875,
192.168.1.109,3316,-0.109375,-0.962890625,0.8828125,
192.168.1.109,3318,-0.11328125,-0.95703125,0.89453125,
192.168.1.109,3321,-0.126953125,-0.9453125,0.91796875,
192.168.1.109,3323,-0.126953125,-0.935546875,0.919921875,
192.168.1.109,3326,-0.107421875,-0.919921875,0.955078125,
192.168.1.109,3328,-0.11328125,-0.916015625,0.96484375,
192.168.1.109,3331,-0.1171875,-0.88671875,0.98828125,
192.168.1.109,3334,-0.115234375,-0.865234375,1.021484375,
192.168.1.109,3336,-0.119140625,-0.849609375,1.021484375,
192.168.1.109,3339,-0.119140625,-0.830078125,1.03125,
192.168.1.109,3341,-0.08984375,-0.814453125,1.021484375,
192.168.1.109,3344,-0.08984375,-0.794921875,0.998046875,
192.168.1.109,3347,-0.109375,-0.787109375,0.9921875,
192.168.1.109,3351,-0.109375,-0.7578125,0.96875,
192.168.1.109,3353,-0.091796875,-0.75,0.9375,
192.168.1.109,3356,-0.080078125,-0.736328125,0.921875,
192.168.1.109,3358,-0.0703125,-0.71875,0.89453125,
192.168.1.109,3361,-0.083984375,-0.705078125,0.884765625,
192.168.1.109,3363,-0.078125,-0.6796875,0.888671875,
192.168.1.109,3366,-0.068359375,-0.65625,0.873046875,
192.168.1.109,3368,-0.05078125,-0.64453125,0.857421875,
192.168.1.109,3371,-0.048828125,-0.623046875,0.837890625,
192.168.1.109,3374,-0.03515625,-0.5859375,0.833984375,
192.168.1.109,3376,-0.025390625,-0.548828125,0.8203125,
192.168.1.109,3379,-0.01953125,-0.517578125,0.8125,
192.168.1.109,3381,-0.009765625,-0.486328125,0.806640625,
192.168.1.109,3384,-0.00390625,-0.4453125,0.80078125,
192.168.1.109,3386,0.0,-0.396484375,0.7890625,
192.168.1.109,3389,0.0,-0.345703125,0.78125,
192.168.1.109,3391,0.005859375,-0.291015625,0.765625,
192.168.1.109,3394,0.009765625,-0.23828125,0.77734375,
192.168.1.109,3396,0.01953125,-0.193359375,0.76171875,
192.168.1.109,3399,0.02734375,-0.142578125,0.755859375,
192.168.1.109,3401,0.0390625,-0.09375,0.763671875,
192.168.1.109,3404,0.05078125,-0.048828125,0.775390625,
192.168.1.109,3406,0.044921875,0.005859375,0.767578125,
192.168.1.109,3409,0.052734375,0.05078125,0.787109375,
192.168.1.109,3411,0.0625,0.09765625,0.787109375,
192.168.1.109,3414,0.07421875,0.146484375,0.791015625,
192.168.1.109,3416,0.076171875,0.19140625,0.8203125,
192.168.1.109,3419,0.076171875,0.240234375,0.837890625,
192.168.1.109,3421,0.083984375,0.2890625,0.86328125,
192.168.1.109,3424,0.1015625,0.337890625,0.90625,
192.168.1.109,3427,0.08984375,0.3671875,0.908203125,
192.168.1.109,3429,0.068359375,0.40234375,0.8828125,
192.168.1.109,3432,0.078125,0.4375,0.908203125,
192.168.1.109,3434,0.103515625,0.484375,0.93359375,
192.168.1.109,3437,0.126953125,0.544921875,0.958984375,
192.168.1.109,3439,0.15234375,0.609375,1.013671875,
192.168.1.109,3442,0.166015625,0.669921875,1.06640625,
192.168.1.109,3445,0.169921875,0.75,1.125,
192.168.1.109,3447,0.16796875,0.822265625,1.15234375,
192.168.1.109,3450,0.15625,0.88671875,1.203125,
192.168.1.109,3452,0.15234375,0.943359375,1.232421875,
192.168.1.109,3455,0.16796875,0.98828125,1.255859375,
192.168.1.109,3458,0.181640625,1.025390625,1.30078125,
192.168.1.109,3460,0.19921875,1.052734375,1.33203125,
192.168.1.109,3463,0.212890625,1.091796875,1.369140625,
192.168.1.109,3465,0.208984375,1.123046875,1.392578125,
192.168.1.109,3469,0.212890625,1.16015625,1.41015625,
192.168.1.109,3473,0.203125,1.17578125,1.423828125,
192.168.1.109,3476,0.19140625,1.1875,1.447265625,
192.168.1.109,3478,0.20703125,1.177734375,1.46484375,
192.168.1.109,3481,0.201171875,1.17578125,1.486328125,
192.168.1.109,3483,0.189453125,1.162109375,1.4609375,
192.168.1.109,3486,0.1875,1.14453125,1.470703125,
192.168.1.109,3488,0.173828125,1.119140625,1.4609375,
192.168.1.109,3491,0.15625,1.09375,1.421875,
192.168.1.109,3493,0.15625,1.0703125,1.39453125,
192.168.1.109,3496,0.1484375,1.04296875,1.35546875,
192.168.1.109,3498,0.1484375,1.01171875,1.330078125,
192.168.1.109,3501,0.1484375,0.974609375,1.298828125,
192.168.1.109,3503,0.150390625,0.94140625,1.263671875,
192.168.1.109,3506,0.146484375,0.900390625,1.21875,
192.168.1.109,3508,0.14453125,0.8515625,1.169921875,
192.168.1.109,3511,0.14453125,0.8046875,1.12109375,
192.168.1.109,3513,0.138671875,0.76171875,1.080078125,
192.168.1.109,3516,0.13671875,0.716796875,1.04296875,
192.168.1.109,3518,0.1328125,0.671875,1.00390625,
192.168.1.109,3521,0.130859375,0.62109375,0.974609375,
192.168.1.109,3524,0.126953125,0.568359375,0.9453125,
192.168.1.109,3526,0.119140625,0.51953125,0.91796875,
192.168.1.109,3529,0.115234375,0.47265625,0.8828125,
192.168.1.109,3531,0.103515625,0.416015625,0.85546875,
192.168.1.109,3534,0.09765625,0.35546875,0.83203125,
192.168.1.109,3536,0.0859375,0.294921875,0.80078125,
192.168.1.109,3539,0.080078125,0.232421875,0.775390625,
192.168.1.109,3541,0.07421875,0.17578125,0.751953125,
192.168.1.109,3544,0.068359375,0.1171875,0.73046875,
192.168.1.109,3546,0.060546875,0.05859375,0.720703125,
192.168.1.109,3549,0.052734375,-0.001953125,0.712890625,
192.168.1.109,3552,0.04296875,-0.060546875,0.697265625,
192.168.1.109,3554,0.03125,-0.1171875,0.6796875,
192.168.1.109,3557,0.025390625,-0.185546875,0.669921875,
192.168.1.109,3559,0.017578125,-0.24609375,0.66015625,
192.168.1.109,3562,0.0078125,-0.30859375,0.65625,
192.168.1.109,3564,0.001953125,-0.37109375,0.6484375,
192.168.1.109,3567,-0.005859375,-0.4296875,0.65234375,
192.168.1.109,3570,-0.005859375,-0.4765625,0.6484375,
192.168.1.109,3572,-0.017578125,-0.515625,0.66796875,
192.168.1.109,3575,-0.03125,-0.55859375,0.6875,
192.168.1.109,3577,-0.044921875,-0.599609375,0.697265625,
192.168.1.109,3580,-0.064453125,-0.63671875,0.72265625,
192.168.1.109,3583,-0.080078125,-0.666015625,0.759765625,
192.168.1.109,3587,-0.08203125,-0.7421875,0.783203125,
192.168.1.109,3589,-0.087890625,-0.78125,0.810546875,
192.168.1.109,3593,-0.095703125,-0.8125,0.79296875,
192.168.1.109,3596,-0.109375,-0.83203125,0.802734375,
192.168.1.109,3598,-0.126953125,-0.84375,0.80859375,
192.168.1.109,3601,-0.126953125,-0.875,0.798828125,
192.168.1.109,3603,-0.138671875,-0.89453125,0.822265625,
192.168.1.109,3606,-0.146484375,-0.90625,0.81640625,
192.168.1.109,3609,-0.134765625,-0.923828125,0.830078125,
192.168.1.109,3611,-0.16015625,-0.92578125,0.853515625,
192.168.1.109,3614,-0.162109375,-0.935546875,0.83203125,
192.168.1.109,3616,-0.162109375,-0.939453125,0.82421875,
192.168.1.109,3619,-0.171875,-0.94140625,0.845703125,
192.168.1.109,3621,-0.1796875,-0.9375,0.8515625,
192.168.1.109,3624,-0.171875,-0.955078125,0.87109375,
192.168.1.109,3626,-0.16015625,-0.9609375,0.859375,
